Name,Style,Brewery,ABV,Min IBU,Max IBU,number_of_reviews
Cains Dark Mild,Mild Ale - English Dark,Robert Cain & Company Limited,-1.076923076923077,0.0,-0.25,-0.2413793103448276
Calabaza Blanca,Wheat Beer - Witbier,Jolly Pumpkin Artisan Ales,-0.4615384615384617,-1.0,-0.75,1.103448275862069
Caledonian 80/-,Scottish Ale,The Caledonian Brewing Company,-0.7307692307692311,-1.1,-0.5,0.022988505747126436
Calumet Queen,Kölsch,Three Floyds Brewing Co. & Brewpub,-0.3846153846153847,-0.2,-0.5,-0.2796934865900383
Camerons Strongarm,Bitter - English,Castle Eden & Camerons Brewing Company Ltd,-0.7692307692307694,0.0,0.0,-0.13026819923371646
Camo Black Extra,Lager - Malt Liquor,Camo Brewing Company,2.3846153846153846,-1.0,-0.25,-0.3371647509578544
Camo Black Ice,Lager - Malt Liquor,Camo Brewing Company,1.730769230769231,-1.0,-0.25,-0.2260536398467433
Camo High Gravity Lager,Lager - Malt Liquor,Camo Brewing Company,0.9615384615384617,-1.0,-0.25,-0.18773946360153257
Camo Silver Ice,Lager - Malt Liquor,Camo Brewing Company,1.7692307692307694,-1.0,-0.25,-0.20689655172413793
Campfire Smoked Porter,Porter - Smoked,Throwback Brewery,0.153846153846154,0.0,0.25,-0.31800766283524906
Cane And Ebel,Rye Beer,Two Brothers Brewing Company,0.3846153846153847,-1.0,2.25,1.7816091954022988
Canebrake,Wheat Beer - American Pale,Parish Brewing Company,-0.19230769230769235,-1.0,0.0,-0.34099616858237547
Canyon Cream Ale,Cream Ale,Crow Peak Brewing,-0.3846153846153847,-1.0,-0.65,-0.3448275862068966
Cappuccino Stout,Stout - American Imperial,Lagunitas Brewing Company,1.2307692307692306,3.0,2.25,3.1302681992337167
Captain Sig's Northwestern Ale,Red Ale - American Amber / Red,Rogue Ales,0.076923076923077,0.5,0.5,0.896551724137931
Captain Stout,Stout - American,Alpine Beer Company,0.0,1.5,1.25,0.034482758620689655
Captain Swain's Extra Stout,Stout - Foreign / Export,Cisco Brewers Inc.,0.7692307692307694,1.0,1.75,0.1685823754789272
Carib Lager,Lager - Adjunct,Carib Brewery Limited,-0.3846153846153847,-1.2,-0.85,0.22988505747126436
Carlsberg Beer,Lager - European Pale,Carlsberg Danmark A/S,-0.3846153846153847,-0.2,-0.5,1.3984674329501916
"Carnegie Porter 5,5%",Porter - Baltic,Carlsberg Sverige AB,-0.19230769230769235,0.5,0.5,0.8045977011494253
Carnevale,Farmhouse Ale - Saison,The Lost Abbey,0.846153846153846,0.0,0.15,0.5287356321839081
Carolina Blonde,Cream Ale,Foothills Brewing Company,-0.653846153846154,-1.0,-0.65,-0.3486590038314176
Carta Blanca,Lager - Adjunct,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",-0.576923076923077,-1.2,-0.85,0.28735632183908044
Casablanca Beer,Lager - European Pale,Brasseries Du Maroc,-0.3846153846153847,-0.2,-0.5,-0.06896551724137931
CascaZilla,Red Ale - American Amber / Red,Ithaca Beer Company,0.3846153846153847,0.5,0.5,1.6973180076628354
Cascade Blonde,Wheat Beer - Kristallweizen,Cascade Brewery Company Ltd.,-0.4615384615384617,-1.0,-1.0,-0.3065134099616858
Cascade Kriek Ale,Sour - Flanders Red Ale,Cascade Brewing / Raccoon Lodge & Brewpub,0.846153846153846,-1.0,-0.5,0.3486590038314176
Cascade Noyaux,Wild Ale,Cascade Brewing / Raccoon Lodge & Brewpub,0.9615384615384617,-1.5,-0.25,-0.3103448275862069
Cascade Stout,Stout - Foreign / Export,Cascade Brewery Company Ltd.,-0.076923076923077,1.0,1.75,-0.28735632183908044
Cascade The Vine,Wild Ale,Cascade Brewing / Raccoon Lodge & Brewpub,1.576923076923077,-1.5,-0.25,0.01532567049808429
Cascade Vlad The Imp Aler,Wild Ale,Cascade Brewing / Raccoon Lodge & Brewpub,2.423076923076924,-1.5,-0.25,0.01532567049808429
Casco Bay Riptide Red Ale,Red Ale - Irish,Casco Bay Brewing Co.,-0.23076923076923067,0.0,-0.25,0.022988505747126436
Cassis,Lambic - Fruit,Brouwerij Lindemans,-0.9615384615384617,-0.5,-0.7,0.7816091954022989
Castelain Blond Biere De Garde,Farmhouse Ale - Bière de Garde,Brasserie Castelain,0.153846153846154,0.0,-0.25,0.07279693486590039
Cazeau Tournay Noire,Stout - Foreign / Export,Brasserie De Cazeau,0.6153846153846153,1.0,1.75,-0.20689655172413793
Celebration Fresh Hop IPA,IPA - American,Sierra Nevada Brewing Co.,0.30769230769230765,3.0,1.75,11.137931034482758
Celebration Stout,Stout - Irish Dry,The Porterhouse Brewing Company,0.19230769230769235,1.0,0.25,-0.29118773946360155
Celestial Blonde Ale,Blonde Ale - Belgian,Old Forge Brewing Company,0.3846153846153847,-0.5,-0.25,-0.34099616858237547
Cellar Door,Farmhouse Ale - Saison,Stillwater Artisanal Ales,0.23076923076923067,0.0,0.15,0.26436781609195403
Celtic Ale,Red Ale - Irish,Long Ireland Beer Company,-0.3846153846153847,0.0,-0.25,-0.3103448275862069
Censored,Red Ale - American Amber / Red,Lagunitas Brewing Company,0.2884615384615385,0.5,0.5,2.3563218390804597
Centennial IPA,IPA - American,Founders Brewing Company,0.4615384615384617,3.0,1.75,4.988505747126437
Centurion's Ghost Ale,Strong Ale - English,York Brewery Company Limited,-0.23076923076923067,2.0,1.25,-0.2796934865900383
Ceres Royal Stout (Ceres Extra Strong Stout)Ceres Brewery (Royal Unibrew),Stout - Foreign / Export,Ceres Brewery (Royal Unibrew),0.653846153846154,1.0,1.75,-0.26053639846743293
Ceres Strong Ale ExportCeres Brewery (Royal Unibrew),Lager - European Strong,Ceres Brewery (Royal Unibrew),0.653846153846154,-0.5,0.25,-0.30268199233716475
Cerise,Fruit and Field Beer,Founders Brewing Company,0.19230769230769235,-1.5,0.5,1.5172413793103448
Ch'ti Blonde,Farmhouse Ale - Bière de Garde,Brasserie Castelain,0.153846153846154,0.0,-0.25,-0.22988505747126436
Chainbreaker White IPA,IPA - Belgian,Deschutes Brewery,-0.19230769230769235,3.0,2.25,-0.3218390804597701
Chamberlain Pale Ale,Pale Ale - English,Shipyard Brewing Co.,-0.423076923076923,0.0,0.25,0.22988505747126436
Chapeau Faro Lambic,Lambic - Faro,Brouwerij De Troch,-0.48076923076923084,-2.0,-1.25,-0.08045977011494253
Chapeau Gueuze Lambic,Lambic - Gueuze,Brouwerij De Troch,-0.19230769230769235,-2.0,-1.25,-0.31417624521072796
Charbonniere,Smoked Beer,Brasserie Dieu Du Ciel,-0.23076923076923067,0.0,-0.25,-0.19540229885057472
Charkoota Rye,Smoked Beer,New Holland Brewing Company,0.6884615384615386,0.0,-0.25,0.06513409961685823
Chateau Jiahu,Herb and Spice Beer,Dogfish Head Brewery,1.5384615384615388,-1.5,0.25,1.5517241379310345
Cherokee Red Ale,Red Ale - Irish,Smoky Mountain Brewery & Restaurant,-0.19230769230769235,0.0,-0.25,-0.24904214559386972
Cherry,Lambic - Fruit,Upland Brewing Company,0.0,-0.5,-0.7,-0.12260536398467432
Cherry Adam From The Wood,Old Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,2.884615384615385,1.0,1.5,0.40229885057471265
Cherry Oud Bruin,Sour - Flanders Oud Bruin,Kuhnhenn Brewing Company,1.730769230769231,0.0,-0.5,-0.0421455938697318
Chester County Bitter,Bitter - English,Sly Fox Brewing Company,-0.576923076923077,0.0,0.0,-0.2567049808429119
Chez Monieux,Lambic - Fruit,Alpine Beer Company,-0.076923076923077,-0.5,-0.7,-0.1685823754789272
Chicken Killer Barley Wine,Barleywine - American,Santa Fe Brewing Company,1.5384615384615388,4.0,3.25,0.16091954022988506
Chicory Stout,Stout - American,Dogfish Head Brewery,-0.30769230769230765,1.5,1.25,4.394636015325671
Chief BlackHawk Porter,Porter - Robust,Tyranena Brewing Company,-0.09615384615384617,0.5,0.25,0.20306513409961685
Chili Beer,Chile Beer,Calapooia Brewing Company,-0.4615384615384617,-2.0,-1.75,-0.3448275862068966
Chili Pepper Ale,Chile Beer,Six Rivers Brewery,0.0,-2.0,-1.75,-0.29118773946360155
Chili Tripel,Chile Beer,Midtfyns Bryghus,1.2307692307692306,-2.0,-1.75,-0.32950191570881227
Ching Ching,Sour - Berliner Weisse,Bend Brewing Company,-0.576923076923077,-1.7,-1.45,-0.3371647509578544
Chipotle Ale,Chile Beer,Rogue Ales,-0.23076923076923067,-2.0,-1.75,2.206896551724138
Chocolate Ale,Strong Ale - American,Boulevard Brewing Co.,1.0384615384615383,2.0,3.25,0.13409961685823754
Chocolate Oak Aged Yeti,Stout - American Imperial,Great Divide Brewing Company,1.3461538461538463,3.0,2.25,1.89272030651341
Chocolate Rain,Stout - American Imperial,The Bruery,5.230769230769232,3.0,2.25,0.04980842911877394
Chocolate Stout,Stout - American,Harpoon Brewery,-0.03846153846153833,1.5,1.25,0.4367816091954023
Chocolate Stout,Stout - American,Rogue Ales,-0.076923076923077,1.5,1.25,6.578544061302682
Choklat (Blackwater Series),Stout - American Imperial,Southern Tier Brewing Company,1.5384615384615388,3.0,2.25,4.233716475095785
Chomolungma,Brown Ale - English,Jackie O's Pub & Brewery,0.19230769230769235,-0.5,-0.5,-0.31417624521072796
Chouffe-Bok 6666,Bock - Traditional,Brasserie d'Achouffe,0.25384615384615394,0.0,-0.25,-0.25287356321839083
Christmas Ale,Bitter - English Extra Special / Strong Bitter (ESB),Gritty McDuff's Brewing Company,0.076923076923077,0.0,0.25,0.10344827586206896
Christmas Ale,Old Ale,Saint Arnold Brewing Company,0.653846153846154,1.0,1.5,0.44061302681992337
Christmas Ale,Quadrupel (Quad),Brouwerij St. Bernardus NV,1.5384615384615388,0.5,0.75,1.371647509578544
Christmas Ale,Winter Warmer,Breckenridge Brewery,0.423076923076923,1.5,0.75,0.9118773946360154
Christmas Ale,Winter Warmer,Great Lakes Brewing Company,0.576923076923077,1.5,0.75,2.2950191570881224
Christmas Ale,Winter Warmer,Sly Fox Brewing Company,0.19230769230769235,1.5,0.75,-0.30268199233716475
Christmas Bock,Bock - Traditional,Mahrs-Bräu,0.0,0.0,-0.25,0.23754789272030652
Christoffel Bokbier,Bock - Traditional,Bierbrouwerij Sint Christoffel B.V,0.6923076923076923,0.0,-0.25,-0.19540229885057472
Christoffel Nobel,Lager - European Strong,Bierbrouwerij Sint Christoffel B.V,1.0384615384615383,-0.5,0.25,-0.05363984674329502
Chunga's Old Bruin,Sour - Flanders Oud Bruin,Jackie O's Pub & Brewery,0.9615384615384617,0.0,-0.5,-0.2796934865900383
Chupacabras Pale Ale,Pale Ale - English,Cucapá Brewing Company,-0.076923076923077,0.0,0.25,0.1111111111111111
Cinco Estrellas,Lager - European Pale,Mahou S.A.,-0.19230769230769235,-0.2,-0.5,-0.2681992337164751
Circus Boy The Hefeweizen!,Wheat Beer - American Pale,Magic Hat Brewing Company,-0.576923076923077,-1.0,0.0,2.164750957854406
Citra Bitter Monk,IPA - Belgian,Anchorage Brewing Company,1.153846153846154,3.0,2.25,0.07662835249042145
Citra Blonde Summer Brew,Blonde Ale - American,Widmer Brothers Brewing Company,-0.653846153846154,-0.5,-0.5,-0.10727969348659004
Clara Grisette,Farmhouse Ale - Saison,Hill Farmstead Brewery,-0.7692307692307694,0.0,0.15,-0.23371647509578544
Clausthaler Golden Amber,Low Alcohol Beer,Binding-Brauerei AG,-2.1923076923076925,-1.0,-0.75,-0.19540229885057472
Claymore,Scotch Ale / Wee Heavy,Great Divide Brewing Company,0.653846153846154,0.5,0.0,0.8275862068965517
Clear Creek Ice,Lager - Malt Liquor,Minhas Craft Brewery,0.076923076923077,-1.0,-0.25,-0.2796934865900383
Clear Sakura Beer,Happoshu,Asahi Breweries Ltd,-0.3846153846153847,-2.0,-1.75,-0.3486590038314176
Clearwater Kölsch,Kölsch,Captain Lawrence Brewing Co.,-0.4615384615384617,-0.2,-0.5,-0.19923371647509577
Clementine,Wheat Beer - Witbier,Clown Shoes,-0.3846153846153847,-1.0,-0.75,0.23754789272030652
Cobblestone Stout,Stout - Irish Dry,Mill Street Brew Pub,-0.6923076923076923,1.0,0.25,-0.25287356321839083
Cockeyed Cooper,Barleywine - American,Uinta Brewing Company,1.9615384615384617,4.0,3.25,0.21839080459770116
Coco Loco,Porter - American,NoDa Brewing Company,0.076923076923077,0.0,0.25,-0.3333333333333333
Cocoa Loco,Stout - American,Arcadia Brewing Company,0.3846153846153847,1.5,1.25,0.5900383141762452
Coconut Hiwa Porter,Porter - American,Maui Brewing Co.,0.0,0.0,0.25,0.6628352490421456
Coffee Bender,Brown Ale - American,Surly Brewing Company,-0.19230769230769235,0.5,0.5,2.045977011494253
Coffee Oatmeal Stout,Stout - Oatmeal,Good People Brewing Company,0.0,0.0,0.25,-0.20689655172413793
Coffee Porter,Porter - American,Real Ale Brewing Company,0.23076923076923067,0.0,0.25,0.3524904214559387
Coffee Porter,Porter - English,Meantime Brewing Company Limited,0.0,0.0,-0.25,1.0153256704980842
Coffee Stout,Stout - American,New Glarus Brewing Company,-0.09615384615384617,1.5,1.25,0.9042145593869731
Coffeehouse Porter,Porter - American,Berkshire Brewing Company Inc.,0.076923076923077,0.0,0.25,1.2452107279693487
Cold Front,Brown Ale - Belgian Dark,Ithaca Beer Company,0.4615384615384617,-0.5,-0.5,0.11877394636015326
Cold Hop British-Style Ale,IPA - English,Boulder Beer / Wilderness Pub,0.30769230769230765,1.5,1.25,0.8237547892720306
Colette,Farmhouse Ale - Saison,Great Divide Brewing Company,0.19230769230769235,0.0,0.15,0.6666666666666666
Collaboration Not Litigation Ale,Strong Ale - Belgian Dark,Avery Brewing Company,1.0461538461538464,0.5,0.75,2.0881226053639845
Colonel Blides Cask Ale,Bitter - English,Cricket Hill Brewing Co.,-0.19230769230769235,0.0,0.0,-0.18773946360153257
Colorado Native Amber Lager,Lager - American Amber / Red,AC Golden Brewing Company,-0.19230769230769235,-0.2,-0.25,-0.210727969348659
Colossus,Strong Ale - American,DuClaw Brewing Company,5.384615384615385,2.0,3.25,-0.20689655172413793
Colt 45 Double Malt Liquor,Lager - Malt Liquor,Pabst Brewing Company,-0.1499999999999999,-1.0,-0.25,-0.28735632183908044
Colt 45 High Gravity Lager,Lager - Malt Liquor,Pabst Brewing Company,0.9615384615384617,-1.0,-0.25,-0.24904214559386972
Colt 45 Malt Liquor,Lager - Malt Liquor,Pabst Brewing Company,-0.1499999999999999,-1.0,-0.25,0.5862068965517241
Colón Rubia,Mild Ale - English Pale,Palos De Moguer - 82,-0.3846153846153847,-0.5,-0.5,-0.3448275862068966
Commander,Barleywine - English,Lift Bridge Brewery,2.5000000000000004,2.0,1.25,-0.30268199233716475
Commercial Suicide,Mild Ale - English Dark,Jester King Craft Brewery,-1.1923076923076925,0.0,-0.25,-0.20306513409961685
Commodore Perry,IPA - English,Great Lakes Brewing Company,0.653846153846154,1.5,1.25,2.2950191570881224
Community Dark Mild Ale,Mild Ale - English Dark,New Albanian Brewing Company - Pizzeria and Public House,-0.8846153846153847,0.0,-0.25,-0.31800766283524906
Confluence Ale,Strong Ale - Belgian Pale,Allagash Brewing Company,0.576923076923077,0.0,0.25,0.3448275862068966
Consecration,Wild Ale,Russian River Brewing Company,1.5384615384615388,-1.5,-0.25,2.8773946360153255
Contemplation Ale,Farmhouse Ale - Bière de Garde,Brewery Vivant,0.19230769230769235,0.0,-0.25,-0.3486590038314176
Contorter,Porter - English,Ale Asylum,-0.4615384615384617,0.0,-0.25,-0.14559386973180077
Convict Hill Oatmeal Stout,Stout - Oatmeal,Independence Brewing Co.,0.7692307692307694,0.0,0.25,0.019157088122605363
Conway's Irish Ale,Red Ale - Irish,Great Lakes Brewing Company,0.11538461538461534,0.0,-0.25,1.0842911877394636
Coolship Cerise,Lambic - Fruit,Allagash Brewing Company,0.8076923076923077,-0.5,-0.7,-0.32567049808429116
Coolship Red,Lambic - Fruit,Allagash Brewing Company,0.076923076923077,-0.5,-0.7,-0.24904214559386972
Coolship Resurgam,Lambic - Gueuze,Allagash Brewing Company,0.11538461538461534,-2.0,-1.25,-0.3448275862068966
Copper,Altbier,The Olde Mecklenburg Brewery,-0.4615384615384617,0.5,0.75,-0.18007662835249041
Copper Legend Octoberfest,Lager - Märzen / Oktoberfest,Jack's Abby Brewing,-0.11538461538461534,-0.2,-0.5,-0.3448275862068966
Copperhead Ale,Altbier,Fordham Brewing Company,-0.30769230769230765,0.5,0.75,-0.034482758620689655
Cornstalker Dark Wheat,Wheat Beer - American Dark,Thunderhead Brewing Company,-0.30769230769230765,-1.0,0.0,-0.3103448275862069
Corona Extra,Lager - Adjunct,Grupo Modelo S.A. de C.V.,-0.5384615384615387,-1.2,-0.85,3.842911877394636
Corona Light,Lager - Light,Grupo Modelo S.A. de C.V.,-0.7307692307692311,-1.2,-1.15,0.9540229885057471
Corsendonk Christmas Ale,Strong Ale - Belgian Dark,Brouwerij Corsendonk,0.8076923076923077,0.5,0.75,1.4942528735632183
Corsendonk Pater / Abbey Brown Ale,Dubbel,Brouwerij Corsendonk,0.576923076923077,-0.5,-0.25,1.7432950191570882
Cosmic Cream Ale,Cream Ale,Cameron's Brewing Co.,-0.3846153846153847,-1.0,-0.65,-0.210727969348659
Country Club Malt Liquor,Lager - Malt Liquor,Pabst Brewing Company,-0.05384615384615373,-1.0,-0.25,-0.21455938697318008
Country Pale Ale,Pale Ale - English,Wachusett Brewing Company,-0.3461538461538463,0.0,0.25,-0.019157088122605363
Craft Lager,Lager - American,Upslope Brewing Company,-0.4615384615384617,1.0,0.5,-0.32950191570881227
Crazy Jackass Ale,Rye Beer - Roggenbier,Sweetwater Tavern & Brewery,0.0,-1.0,-0.75,-0.3333333333333333
Crazy Stallion,Lager - Malt Liquor,"City Brewing Company, LLC",-0.03846153846153833,-1.0,-0.25,-0.23371647509578544
Cream Ale,Cream Ale,Empire Brewing Company,-0.076923076923077,-1.0,-0.65,-0.31800766283524906
Cream Ale,Cream Ale,Muskoka Brewery,-0.3846153846153847,-1.0,-0.65,-0.3486590038314176
Cream Stout,Stout - Sweet / Milk,St. Peter's Brewery Co Ltd,0.19230769230769235,-0.5,-0.5,1.8160919540229885
Creamy Dark,Lager - European Dark,Jacob Leinenkugel Brewing Company,-0.423076923076923,-0.5,0.25,0.8045977011494253
Creemore Springs Kellerbier,Lager - Kellerbier / Zwickelbier,Creemore Springs Brewery Limited,-0.3846153846153847,0.0,0.25,-0.06513409961685823
Creemore Springs Premium Lager,Lager - American Amber / Red,Creemore Springs Brewery Limited,-0.3846153846153847,-0.2,-0.25,0.3065134099616858
Creemore Springs Traditional Pilsner,Pilsner - Bohemian / Czech,Creemore Springs Brewery Limited,-0.26923076923076933,1.0,0.5,-0.09961685823754789
Creemore Springs UrBock,Bock - Traditional,Creemore Springs Brewery Limited,0.0,0.0,-0.25,-0.05747126436781609
Crest Super Premium Lager,Lager - European Strong,Crest Brewing Company,1.5384615384615388,-0.5,0.25,-0.2720306513409962
Criminally Bad Elf Barleywine-Style Ale,Barleywine - English,Ridgeway Brewing,1.730769230769231,2.0,1.25,0.31417624521072796
Crooked Coast Altbier,Altbier,Driftwood Brewery,-0.3461538461538463,0.5,0.75,-0.28735632183908044
Crooked Tree IPA,IPA - American,Dark Horse Brewing Company,0.19230769230769235,3.0,1.75,2.4367816091954024
Cruzcampo Gran Reserva,Lager - European Strong,Grupo Cruzcampo SA,0.153846153846154,-0.5,0.25,-0.3524904214559387
Crème Brûlée Java Stout,Stout - American,Kuhnhenn Brewing Company,-0.076923076923077,1.5,1.25,0.02681992337164751
Cubano-Style Espresso Brown Ale,Brown Ale - English,Cigar City Brewing,-0.19230769230769235,-0.5,-0.5,0.36398467432950193
Cucumber Saison,Fruit and Field Beer,Cigar City Brewing,-0.3846153846153847,-1.5,0.5,-0.34099616858237547
Curmudgeon,Old Ale,Founders Brewing Company,1.4615384615384621,1.0,1.5,-0.13793103448275862
Curve Ball Blonde Ale,Kölsch,"Pyramid Breweries, Inc.",-0.3846153846153847,-0.2,-0.5,0.4099616858237548
Cutthroat,Porter - American,Odell Brewing Company,-0.3846153846153847,0.0,0.25,-0.2413793103448276
Cuvee De Tomme,Wild Ale,The Lost Abbey,1.9230769230769234,-1.5,-0.25,0.8773946360153256
Cuvee Freddy,Sour - Flanders Oud Bruin,Picobrouwerij Alvinne / Den Bierzolder,0.7692307692307694,0.0,-0.5,-0.26436781609195403
Cuvée Des Jacobins Rouge,Sour - Flanders Red Ale,Brouwerij Bockor N.V.,-0.19230769230769235,-1.0,-0.5,0.16091954022988506
Cuvée Des Trolls,Pale Ale - Belgian,Brasserie Dubuisson Frères sprl,0.3846153846153847,0.0,-0.25,-0.038314176245210725
Cypress Honey Lager,Lager - American Amber / Red,Granville Island Brewery,-0.5,-0.2,-0.25,-0.24904214559386972
Czech Pilsner,Pilsner - Bohemian / Czech,Moat Mountain Smoke House & Brewing Co.,-0.423076923076923,1.0,0.5,-0.32567049808429116
Czech Style Pilsner,Pilsner - Bohemian / Czech,Gordon Biersch Brewery Restaurant,-0.153846153846154,1.0,0.5,0.02681992337164751
D'Artagnan Dark British Ale,Mild Ale - English Dark,Market Street Brewing Co. and Restaurant,0.19230769230769235,0.0,-0.25,-0.3218390804597701
D.O.R.I.S. The Destroyer,Stout - Russian Imperial,Hoppin' Frog Brewery,1.730769230769231,3.0,2.75,0.5555555555555556
DAB Dark Beer,Lager - European Dark,Dortmunder Actien Brauerei / DAB,-0.3846153846153847,-0.5,0.25,-0.25287356321839083
DAB Export,Lager - European / Dortmunder Export,Dortmunder Actien Brauerei / DAB,-0.3846153846153847,0.3,-0.3,-0.32950191570881227
DAB Original,Lager - European / Dortmunder Export,Dortmunder Actien Brauerei / DAB,-0.3846153846153847,0.3,-0.3,0.946360153256705
DBA (Double Barrel Ale),Pale Ale - English,Firestone Walker Brewing Co.,-0.3846153846153847,0.0,0.25,1.6973180076628354
Daisy Cutter Pale Ale,Pale Ale - American,Half Acre Beer Company,-0.30769230769230765,0.5,0.75,1.4904214559386972
Dale's Pale Ale,Pale Ale - American,Oskar Blues Grill & Brew,0.19230769230769235,0.5,0.75,5.176245210727969
Damien,IPA - Black / Cascadian Dark Ale,Surly Brewing Company,0.19230769230769235,3.0,1.75,-0.26436781609195403
Damnation,Strong Ale - Belgian Pale,Russian River Brewing Company,0.576923076923077,0.0,0.25,3.1302681992337167
Damnation Batch 23 (Oak Aged),Tripel,Russian River Brewing Company,1.9230769230769234,0.0,0.25,0.38697318007662834
Dampf Loc,California Common / Steam Beer,Local Option,-0.26923076923076933,1.5,0.5,-0.3448275862068966
Dancing Man,Wheat Beer - Hefeweizen,New Glarus Brewing Company,0.4615384615384617,-1.0,-1.0,1.0421455938697317
Dancing Trout Ale,Wheat Beer - Kristallweizen,"Bayern Brewing, Inc.",-0.23076923076923067,-1.0,-1.0,-0.23754789272030652
Danilo Classic Kvas,Kvass,"Darl, Tov",-1.730769230769231,-2.0,-1.75,-0.3333333333333333
Danilo Okroshka Kvas,Kvass,"Darl, Tov",-1.730769230769231,-2.0,-1.75,-0.3448275862068966
Danilo Pohmilny Kvas,Kvass,"Darl, Tov",-1.730769230769231,-2.0,-1.75,-0.3486590038314176
Danish Red Lager,Lager - Vienna,Figueroa Mountain Brewing Co.,-0.3846153846153847,-0.5,-0.25,-0.3448275862068966
Danny's Irish Style Red Ale,Red Ale - Irish,Moylan's Brewery,0.19230769230769235,0.0,-0.25,0.09961685823754789
Danzig Baltic Porter,Porter - Baltic,Devils Backbone Brewing Company,0.7692307692307694,0.5,0.5,-0.34099616858237547
Dark & Handsome,Old Ale,Box Steam Brewery,-0.3846153846153847,1.0,1.5,-0.28735632183908044
Dark 'n Curvy,Wheat Beer - Dunkelweizen,Piece Brewery & Pizzeria,-0.19230769230769235,-1.0,-1.0,-0.28735632183908044
Dark 266,Lager - European Dark,Cameron's Brewing Co.,-0.576923076923077,-0.5,0.25,-0.26053639846743293
Dark Abby,Dubbel,Devils Backbone Brewing Company,0.576923076923077,-0.5,-0.25,-0.3486590038314176
Dark Ale,Mild Ale - English Dark,Coopers Brewery Limited,-0.576923076923077,0.0,-0.25,-0.019157088122605363
Dark Ale,Mild Ale - English Dark,Fort Garry Brewing Company Ltd.,-0.3846153846153847,0.0,-0.25,-0.25287356321839083
Dark Apparition,Stout - Russian Imperial,Jackie O's Pub & Brewery,1.730769230769231,3.0,2.75,-0.13793103448275862
Dark Arts,Stout - English,Magic Rock Brewing,0.0,0.0,0.25,-0.3486590038314176
Dark Cloud,Lager - Munich Dunkel,Mother Earth Brewing,-0.3461538461538463,-0.5,-0.5,-0.007662835249042145
Dark Heathen Triple Bock,Bock - Doppelbock,Kuhnhenn Brewing Company,2.5000000000000004,-0.3,-0.4,-0.2681992337164751
Dark Helmet,Lager - Schwarzbier,Westbrook Brewing Co.,0.0,0.0,-0.25,-0.3371647509578544
Dark Helmet Imperial Schwarzbier,Lager - Schwarzbier,The Brew Kettle Taproom & Smokehouse / Production Works,0.7692307692307694,0.0,-0.25,-0.24904214559386972
Dark Horse Lager,Lager - European Dark,Elevator Brewery & Draught Haus,-0.26923076923076933,-0.5,0.25,-0.21455938697318008
Dark Island,Scottish Ale,Orkney Brewery,-0.5384615384615387,-1.1,-0.5,0.46360153256704983
Dark Island Reserve,Scottish Ale,Orkney Brewery,1.5384615384615388,-1.1,-0.5,-0.19157088122605365
Dark Lord Imperial Stout,Stout - Russian Imperial,Three Floyds Brewing Co. & Brewpub,3.461538461538462,3.0,2.75,3.5172413793103448
Dark O' The Moon,Pumpkin Beer,Elysian Brewing Company,0.6153846153846153,-1.5,1.75,-0.18773946360153257
Dark Star,Stout - Oatmeal,Fremont Brewing Company,0.7692307692307694,0.0,0.25,-0.3486590038314176
Dark Starr Stout,Stout - Irish Dry,Starr Hill Brewery,-0.6923076923076923,1.0,0.25,0.3065134099616858
Dark Truth,Stout - American Imperial,Boulevard Brewing Co.,1.423076923076923,3.0,2.25,1.0459770114942528
Dark Wheat,Wheat Beer - American Dark,The Merchant Ale House Restaurant & Brewpub,-0.30769230769230765,-1.0,0.0,-0.3486590038314176
Darkness,Stout - Russian Imperial,Surly Brewing Company,2.307692307692308,3.0,2.75,2.1187739463601534
Das Schwarze,Lager - Schwarzbier,Dinkelacker-Schwabenbraeu AG,-0.423076923076923,0.0,-0.25,-0.2835249042145594
Das Wunderkind!,Farmhouse Ale - Saison,Jester King Craft Brewery,-0.576923076923077,0.0,0.15,-0.3486590038314176
Daymark,Rye Beer,Rising Tide Brewing Company,-0.19230769230769235,-1.0,2.25,-0.21839080459770116
De Cam Faro,Lambic - Faro,De Cam Geuzestekerij,-0.3846153846153847,-2.0,-1.25,-0.3524904214559387
De Koninck APA (Antwaarpse Pale Ale),Pale Ale - Belgian,Brouwerij De Koninck NV,-0.30769230769230765,0.0,-0.25,0.5670498084291188
De Koninck Blond,Blonde Ale - Belgian,Brouwerij De Koninck NV,0.0,-0.5,-0.25,-0.20306513409961685
De Troch Jonge Lambik,Lambic - Traditional,Brouwerij De Troch,-0.3846153846153847,-2.0,-1.25,-0.3524904214559387
De Troch Oude Gueuze,Lambic - Gueuze,Brouwerij De Troch,-0.19230769230769235,-2.0,-1.25,-0.3486590038314176
Dead Elephant,IPA - English,Railway City Brewing Company,0.19230769230769235,1.5,1.25,-0.19540229885057472
Dead Guy Ale,Bock - Maibock,Rogue Ales,0.30769230769230765,0.0,0.15,8.203065134099617
Dead Horse Amber Ale,Mild Ale - English Pale,Moab Brewery,-0.7692307692307694,-0.5,-0.5,-0.25287356321839083
Dead Horse IPA,IPA - English,McNeill's Brewery,-0.11538461538461534,1.5,1.25,0.07662835249042145
Dead Reckoning Porter,Porter - American,Tröegs Brewing Company,-0.076923076923077,0.0,0.25,1.5670498084291187
