Name,Style,Brewery,ABV,Min IBU,Max IBU,number_of_reviews
Railbender Ale,Scottish Ale,Erie Brewing Co.,0.30769230769230765,-1.1,-0.5,0.7816091954022989
Raison D'Extra,Strong Ale - Belgian Dark,Dogfish Head Brewery,3.461538461538462,0.5,0.75,1.8659003831417624
Raison D'Être,Strong Ale - Belgian Dark,Dogfish Head Brewery,0.7692307692307694,0.5,0.75,6.172413793103448
Ramstein Classic,Wheat Beer - Dunkelweizen,High Point Brewing Company,-0.19230769230769235,-1.0,-1.0,-0.038314176245210725
Ramstein Maibock,Bock - Maibock,High Point Brewing Company,0.3846153846153847,0.0,0.15,-0.2260536398467433
Ramstein Winter Wheat,Bock - Weizenbock,High Point Brewing Company,1.3461538461538463,-0.5,0.0,0.578544061302682
Ramstein Winter Wheat Eisbock,Bock - Eisbock,High Point Brewing Company,2.115384615384616,0.5,0.0,-0.1839080459770115
Rare Vos Amber Ale,Pale Ale - Belgian,Brewery Ommegang,0.19230769230769235,0.0,-0.25,3.3869731800766285
Raspberry Ale,Fruit and Field Beer,Dark Horse Brewing Company,-0.19230769230769235,-1.5,0.5,0.367816091954023
Raspberry Eisbock,Bock - Eisbock,Kuhnhenn Brewing Company,3.653846153846154,0.5,0.0,-0.34099616858237547
Raspberry Strong Ale,Strong Ale - American,Berkshire Brewing Company Inc.,1.153846153846154,2.0,3.25,0.2567049808429119
Raspberry Tart,Fruit and Field Beer,New Glarus Brewing Company,-0.7692307692307694,-1.5,0.5,2.363984674329502
RastafaRye Ale,Rye Beer,Blue Point Brewing Company,0.576923076923077,-1.0,2.25,0.36015325670498083
Rauch Ür Bock,Lager - Rauchbier,Caldera Brewing Company,0.5384615384615387,0.0,-0.25,-0.19540229885057472
Rauchbier,Lager - Rauchbier,Iron Hill Brewery & Restaurant,-0.8461538461538464,0.0,-0.25,-0.2796934865900383
Rauchbier,Lager - Rauchbier,Sly Fox Brewing Company,-0.30769230769230765,0.0,-0.25,-0.24904214559386972
Rauchbier,Lager - Rauchbier,Southern Star Brewing Company,-0.153846153846154,0.0,-0.25,-0.31800766283524906
Rauchbock,Lager - Rauchbier,Appalachian Brewing Company,0.3846153846153847,0.0,-0.25,-0.3103448275862069
Reality Czeck,Pilsner - Bohemian / Czech,Moonlight Brewing Company,-0.4615384615384617,1.0,0.5,0.14559386973180077
Rebel Red,Red Ale - Irish,Franciscan Well Micro Brewery,-0.653846153846154,0.0,-0.25,-0.31417624521072796
Red & White,Wheat Beer - Witbier,Dogfish Head Brewery,1.5384615384615388,-1.0,-0.75,2.0229885057471266
Red Barn Ale,Farmhouse Ale - Saison,The Lost Abbey,0.26923076923076933,0.0,0.15,0.8850574712643678
Red Bird Ale,California Common / Steam Beer,Portsmouth Brewing Co. / Mault's Brewpub,-0.4615384615384617,1.5,0.5,-0.3333333333333333
Red Bud,Wheat Beer - American Dark,Greenbush Brewing Company,0.03846153846153833,-1.0,0.0,-0.3486590038314176
Red Chair NWPA,Pale Ale - American,Deschutes Brewery,0.076923076923077,0.5,0.75,0.5095785440613027
Red Dog,Lager - Adjunct,Miller Brewing Co.,-0.3846153846153847,-1.2,-0.85,0.3333333333333333
Red Eye Coffee Porter,Porter - Imperial,Two Brothers Brewing Company,1.2307692307692306,1.5,0.75,0.007662835249042145
Red Head Red Ale,Red Ale - Irish,Dunedin Brewery,-0.3846153846153847,0.0,-0.25,-0.18007662835249041
Red Lager,Lager - Vienna,Jacob Leinenkugel Brewing Company,-0.423076923076923,-0.5,-0.25,0.8735632183908046
Red MacGregor,Scottish Ale,Orkney Brewery,-0.7692307692307694,-1.1,-0.5,0.0842911877394636
Red Nose Winter Ale,Winter Warmer,Natty Greene's Pub & Brewing Co.,0.30769230769230765,1.5,0.75,-0.2567049808429119
Red Oak Amber,Lager - American Amber / Red,Red Oak Brewery,-0.3846153846153847,-0.2,-0.25,-0.022988505747126436
Red Poppy,Sour - Flanders Red Ale,The Lost Abbey,0.19230769230769235,-1.0,-0.5,-0.30268199233716475
Red Rack Ale,Bitter - English Extra Special / Strong Bitter (ESB),Woodstock Inn Brewery,-0.19230769230769235,0.0,0.25,-0.011494252873563218
Red Rocket Ale,Red Ale - American Amber / Red,Bear Republic Brewing Co.,0.30769230769230765,0.5,0.5,3.6053639846743293
Red Seal Ale,Red Ale - American Amber / Red,North Coast Brewing Co.,-0.23076923076923067,0.5,0.5,3.310344827586207
Red Stallion,Lager - Vienna,Crescent City Brewhouse,-0.076923076923077,-0.5,-0.25,-0.2950191570881226
Red Stripe Jamaican Lager,Lager - Adjunct,Desnoes & Geddes Limited,-0.5,-1.2,-0.85,3.0689655172413794
Red Stripe Light,Lager - Light,Desnoes & Geddes Limited,-0.9230769230769231,-1.2,-1.15,-0.19157088122605365
Red Tail Ale,Red Ale - American Amber / Red,Mendocino Brewing Company,0.03846153846153833,0.5,0.5,1.367816091954023
Red Tape Lager,Lager - Munich Dunkel,Jack's Abby Brewing,-0.3846153846153847,-0.5,-0.5,-0.3486590038314176
Red Trolley Ale,Red Ale - Irish,Karl Strauss Brewing Company,-0.076923076923077,0.0,-0.25,0.034482758620689655
Red Wheat,Wheat Beer - American Dark,Flat Branch Pub & Brewery,-0.30769230769230765,-1.0,0.0,-0.3448275862068966
Red's Rye IPA,Rye Beer,Founders Brewing Company,0.23076923076923067,-1.0,2.25,5.026819923371647
Red/White Christmas,Herb and Spice Beer,Mikkeller ApS,0.7692307692307694,-1.5,0.25,-0.2260536398467433
Redbridge,Lager - American Amber / Red,Anheuser-Busch,-0.7692307692307694,-0.2,-0.25,0.36015325670498083
Redemption,Pale Ale - Belgian,Russian River Brewing Company,-0.3269230769230768,0.0,-0.25,1.2567049808429118
Regal Pilsner,Pilsner - Imperial,Breckenridge Brewery,0.3846153846153847,1.0,1.5,-0.12260536398467432
Reggae Junkie,Gruit / Ancient Herbed Ale,Upright Brewing Company,-0.30769230769230765,-2.0,-1.75,-0.3448275862068966
Region Riot,Lager - Malt Liquor,Three Floyds Brewing Co. & Brewpub,0.423076923076923,-1.0,-0.25,-0.3103448275862069
Reinaert Flemish Wild AleDe Proefbrouwerij (bvba Andelot),Strong Ale - Belgian Pale,De Proefbrouwerij (bvba Andelot),1.153846153846154,0.0,0.25,0.5747126436781609
Reindeer's Revolt,Strong Ale - English,Ridgeway Brewing,0.0,2.0,1.25,-0.10344827586206896
Reissdorf Kölsch,Kölsch,Brauerei Heinrich Reissdorf,-0.4615384615384617,-0.2,-0.5,1.6130268199233717
Rejection,Brown Ale - Belgian Dark,Russian River Brewing Company,0.03846153846153833,-0.5,-0.5,-0.1685823754789272
Rendezvous,Farmhouse Ale - Bière de Garde,"Lakefront Brewery, Inc.",0.4615384615384617,0.0,-0.25,-0.21839080459770116
Reserva 1925,Lager - European Strong,"Grupo Cervezas Alhambra, SL",0.153846153846154,-0.5,0.25,-0.26053639846743293
Reserve Special Black Ale,IPA - Black / Cascadian Dark Ale,Dark Horse Brewing Company,0.576923076923077,3.0,1.75,1.5555555555555556
Resurrection,Dubbel,The Brewer's Art,0.3846153846153847,-0.5,-0.25,0.10344827586206896
Reuss,Lambic - Gueuze,Brouwerij Kerkom,-0.076923076923077,-2.0,-1.25,-0.3486590038314176
Reutberger Export Hell,Lager - European / Dortmunder Export,Klosterbrauerei Reutberg,-0.3461538461538463,0.3,-0.3,-0.20689655172413793
Revelation Stout,Stout - Irish Dry,Public House Brewing Company,-0.3846153846153847,1.0,0.25,-0.3448275862068966
Rex Attitude,Smoked Beer,Yeastie Boys,0.3846153846153847,0.0,-0.25,-0.32950191570881227
Rickard's Dark,Porter - English,Molson Coors Canada,-0.4615384615384617,0.0,-0.25,-0.21455938697318008
Rickard's Red,Lager - American Amber / Red,Molson Coors Canada,-0.30769230769230765,-0.2,-0.25,0.19157088122605365
Ridge Runner,Barleywine - English,Rock Art Brewery,0.4615384615384617,2.0,1.25,0.3333333333333333
Rieser Kristall-Weizen,Wheat Beer - Kristallweizen,Ankerbräu Nördlingen,-0.19230769230769235,-1.0,-1.0,-0.3371647509578544
Riggwelter Yorkshire Ale,Strong Ale - English,Black Sheep Brewery PLC,-0.11538461538461534,2.0,1.25,0.6130268199233716
Rigor Mortis Abt,Quadrupel (Quad),Brasserie Dieu Du Ciel,1.730769230769231,0.5,0.75,0.6436781609195402
Ring Neck Braun Ale,Brown Ale - English,Brau Brothers Brewing Co. LLC,0.30769230769230765,-0.5,-0.5,-0.08812260536398467
Ring Of Dingle,Stout - Irish Dry,Sun King Brewing Company,-0.4615384615384617,1.0,0.25,-0.3486590038314176
Ring Of Fire,Chile Beer,Dragonmead Microbrewery,0.3846153846153847,-2.0,-1.75,-0.32567049808429116
Rio Grande Outlaw LagerSierra Blanca Brewing Company (Rio Grande),California Common / Steam Beer,Sierra Blanca Brewing Company (Rio Grande),-0.30769230769230765,1.5,0.5,-0.3065134099616858
Rio Grande Pancho Verde Chile CervezaSierra Blanca Brewing Company (Rio Grande),Chile Beer,Sierra Blanca Brewing Company (Rio Grande),-0.5115384615384616,-2.0,-1.75,-0.2567049808429119
Ripon Jewel Ale,Strong Ale - English,Daleside Brewery,-0.076923076923077,2.0,1.25,-0.22988505747126436
Rise Up Coffee Stout,Stout - American,Evolution Craft Brewing Company,0.26923076923076933,1.5,1.25,-0.2835249042145594
Riserva,Wild Ale,Weyerbacher Brewing Co.,2.0769230769230775,-1.5,-0.25,0.4827586206896552
River Falls Red Ale,Red Ale - Irish,Thomas Creek Brewery,-0.1346153846153845,0.0,-0.25,-0.13793103448275862
River Guide,Wheat Beer - American Dark,Berkshire Brewing Company Inc.,0.3846153846153847,-1.0,0.0,0.03065134099616858
Riverwest Stein Beer,Lager - American Amber / Red,"Lakefront Brewery, Inc.",-0.12307692307692321,-0.2,-0.25,0.5402298850574713
Road Dog,Porter - American,Flying Dog Brewery,0.0,0.0,0.25,2.7049808429118776
Robert The Bruce,Scottish Ale,Three Floyds Brewing Co. & Brewpub,0.19230769230769235,-1.1,-0.5,2.900383141762452
Robust Porter,Porter - Robust,Bridge Road Brewers,-0.30769230769230765,0.5,0.25,-0.30268199233716475
Robust Porter,Porter - Robust,Emmett's Brewing Company,-0.19230769230769235,0.5,0.25,-0.3333333333333333
Robust Porter,Porter - Robust,Smuttynose Brewing Company,0.076923076923077,0.5,0.25,3.045977011494253
Rochester Red,Lager - American Amber / Red,Rochester Mills Beer Co.,0.11538461538461534,-0.2,-0.25,-0.3333333333333333
Rocky's Revenge Bourbon Brown,Brown Ale - American,Tyranena Brewing Company,0.0,0.5,0.5,0.8352490421455939
Rodenbach Alexander,Sour - Flanders Red Ale,Brouwerij Rodenbach N.V.,-0.153846153846154,-1.0,-0.5,-0.14942528735632185
Rodenbach Caractère Rouge,Sour - Flanders Red Ale,Brouwerij Rodenbach N.V.,0.3846153846153847,-1.0,-0.5,-0.3486590038314176
Rodenbach Classic (Red),Sour - Flanders Red Ale,Brouwerij Rodenbach N.V.,-0.30769230769230765,-1.0,-0.5,1.681992337164751
Rodenbach Foederbier,Sour - Flanders Red Ale,Brouwerij Rodenbach N.V.,0.0,-1.0,-0.5,-0.3333333333333333
Rodenbach Grand Cru,Sour - Flanders Red Ale,Brouwerij Rodenbach N.V.,0.0,-1.0,-0.5,2.7509578544061304
Roggen,Rye Beer - Roggenbier,Taps Fish House & Brewery,-0.23076923076923067,-1.0,-0.75,-0.3448275862068966
Roggenbier,Rye Beer - Roggenbier,Beaver Brewing Company,-0.5384615384615387,-1.0,-0.75,-0.3448275862068966
Roggenbier,Rye Beer - Roggenbier,Iron Hill Brewery & Restaurant,0.153846153846154,-1.0,-0.75,-0.31417624521072796
Roggenbier,Rye Beer - Roggenbier,Live Oak Brewing Company,-0.4615384615384617,-1.0,-0.75,-0.30268199233716475
Roggenbier,Rye Beer - Roggenbier,Real Ale Brewing Company,-0.423076923076923,-1.0,-0.75,-0.2988505747126437
Roggenschnizzle,Rye Beer - Roggenbier,The Bier Brewery,-0.076923076923077,-1.0,-0.75,-0.3486590038314176
Rolling Rock Extra Pale,Lager - Adjunct,Latrobe Brewing Co.,-0.6153846153846153,-1.2,-0.85,2.371647509578544
Rook & Vuur,Smoked Beer,Brouwerij De Molen,0.846153846153846,0.0,-0.25,-0.32567049808429116
Rosie Parks Oyster Stout,Stout - English,Fordham Brewing Company,-0.3846153846153847,0.0,0.25,-0.2950191570881226
Rosso E Marrone,Sour - Flanders Oud Bruin,Captain Lawrence Brewing Co.,1.5384615384615388,0.0,-0.5,0.13793103448275862
Rosé De Gambrinus,Lambic - Fruit,Brasserie Cantillon,-0.3846153846153847,-0.5,-0.7,1.7969348659003832
Rosée D'Hibiscus,Herb and Spice Beer,Brasserie Dieu Du Ciel,-0.03846153846153833,-1.5,0.25,0.8160919540229885
Rothaus Pils Tannen Zäpfle,Pilsner - German,Badische Staatsbrauerei Rothaus AG,-0.3461538461538463,0.5,0.25,-0.26436781609195403
Route Des Épices,Rye Beer,Brasserie Dieu Du Ciel,-0.3846153846153847,-1.0,2.25,0.8390804597701149
Royal Weisse,Wheat Beer - Hefeweizen,Sly Fox Brewing Company,-0.23076923076923067,-1.0,-1.0,0.26053639846743293
Ruby Lager,Lager - American Amber / Red,Olde Hickory Brewery,-0.7692307692307694,-0.2,-0.25,-0.31417624521072796
Ruby Mild,Mild Ale - English Dark,Rudgate Brewery Limited,-0.6153846153846153,0.0,-0.25,-0.34099616858237547
Ruby Red Ale,Bitter - English,St. Peter's Brewery Co Ltd,-0.653846153846154,0.0,0.0,-0.20689655172413793
Ruddles County,Bitter - English,Greene King / Morland Brewery,-0.5,0.0,0.0,0.36015325670498083
Ruddy Wheat,Wheat Beer - American Dark,Weston Brewing Company & O'Malley's Pub,-2.307692307692308,-1.0,0.0,-0.34099616858237547
Rude Elf's Reserve,Herb and Spice Beer,Allentown Brew Works,1.730769230769231,-1.5,0.25,-0.2720306513409962
Rugged Trail Nut Brown Ale,Brown Ale - English,Tröegs Brewing Company,-0.3846153846153847,-0.5,-0.5,1.3908045977011494
Ruination Double IPA 2.0,IPA - Imperial,Stone Brewing Co.,0.9615384615384617,4.5,3.25,10.003831417624522
Rum Cask Oak Aged Beer,Scotch Ale / Wee Heavy,Innis & Gunn,0.30769230769230765,0.5,0.0,0.3448275862068966
Rumpkin,Pumpkin Beer,Avery Brewing Company,3.9615384615384626,-1.5,1.75,0.0038314176245210726
Rusty Chain,Lager - Vienna,Flying Bison Brewing Company,-0.30769230769230765,-0.5,-0.25,-0.32567049808429116
Ruthless Rye IPA,Rye Beer,Sierra Nevada Brewing Co.,0.23076923076923067,-1.0,2.25,-0.16475095785440613
Rye Halladay,Rye Beer - Roggenbier,Iron Hill Brewery & Restaurant,0.153846153846154,-1.0,-0.75,-0.3486590038314176
Rye IPA,Rye Beer,Black Market Brewing Co.,0.576923076923077,-1.0,2.25,-0.31800766283524906
Rye P.A. Hatter,Rye Beer,New Holland Brewing Company,0.19230769230769235,-1.0,2.25,-0.11877394636015326
Rye Pale Ale,Rye Beer,The Bronx Brewery,0.11538461538461534,-1.0,2.25,-0.3486590038314176
Rye-on-Rye,Rye Beer,Boulevard Brewing Co.,2.307692307692308,-1.0,2.25,0.14559386973180077
Rökporter,Smoked Beer,the Nils Oscar Company,-0.03846153846153833,0.0,-0.25,-0.21839080459770116
Rübæus,Fruit and Field Beer,Founders Brewing Company,-0.11538461538461534,-1.5,0.5,0.8007662835249042
S1nist0r Black Ale,Lager - Schwarzbier,10 Barrel Brewing Co.,-0.11538461538461534,0.0,-0.25,-0.23754789272030652
SOS (Save Our Shore),Pilsner - German,Abita Brewing Co.,0.3846153846153847,0.5,0.25,0.4521072796934866
Sagres Cerveja Preta (Dark),Lager - European Dark,Sociedade Central de Cervejas,-0.7307692307692311,-0.5,0.25,-0.26053639846743293
Sah'tea,Farmhouse Ale - Sahti,Dogfish Head Brewery,1.153846153846154,-2.0,-1.75,1.4980842911877394
Saint Lamvinus,Lambic - Fruit,Brasserie Cantillon,0.3846153846153847,-0.5,-0.7,1.0344827586206897
Saint Landelin La Divine,Farmhouse Ale - Bière de Garde,Les Brasseurs de Gayant,0.9615384615384617,0.0,-0.25,-0.022988505747126436
Saint's Devotion,Pale Ale - Belgian,The Lost Abbey,0.30769230769230765,0.0,-0.25,-0.2260536398467433
Saison Du BUFF,Farmhouse Ale - Saison,Dogfish Head Brewery,0.30769230769230765,0.0,0.15,0.5593869731800766
Saison Dupont,Farmhouse Ale - Saison,Brasserie Dupont sprl,0.19230769230769235,0.0,0.15,4.53639846743295
Saison-Brett,Farmhouse Ale - Saison,Boulevard Brewing Co.,0.9615384615384617,0.0,0.15,1.3793103448275863
Saku Mõdu,Braggot,Saku Brewery LTD,-0.7692307692307694,0.0,0.25,-0.3524904214559387
Salmon Fly Honey Rye,Rye Beer,Madison River Brewing Company,-0.153846153846154,-1.0,2.25,-0.2720306513409962
Salvation,Strong Ale - Belgian Dark,Russian River Brewing Company,1.153846153846154,0.5,0.75,1.0804597701149425
Salvator,Bock - Doppelbock,Paulaner Brauerei GmbH & Co. KG,0.7307692307692311,-0.3,-0.4,4.325670498084291
Sam Adams LightBoston Beer Company (Samuel Adams),Lager - Light,Boston Beer Company (Samuel Adams),-0.7692307692307694,-1.2,-1.15,2.835249042145594
Samichlaus Bier Helles,Bock - Maibock,Brauerei Schloss Eggenberg,3.0769230769230775,0.0,0.15,0.36398467432950193
Samichlaus Classic Bier,Bock - Doppelbock,Brauerei Schloss Eggenberg,3.0769230769230775,-0.3,-0.4,3.1762452107279695
Samuel Adams Black LagerBoston Beer Company (Samuel Adams),Lager - Schwarzbier,Boston Beer Company (Samuel Adams),-0.423076923076923,0.0,-0.25,5.367816091954023
Samuel Adams Blackberry WitbierBoston Beer Company (Samuel Adams),Wheat Beer - Witbier,Boston Beer Company (Samuel Adams),-0.19230769230769235,-1.0,-0.75,2.164750957854406
Samuel Adams Boston Ale (Stock Ale)Boston Beer Company (Samuel Adams),Pale Ale - English,Boston Beer Company (Samuel Adams),-0.23076923076923067,0.0,0.25,3.524904214559387
Samuel Adams Boston LagerBoston Beer Company (Samuel Adams),Lager - Vienna,Boston Beer Company (Samuel Adams),-0.3846153846153847,-0.5,-0.25,8.908045977011493
Samuel Adams Brick RedBoston Beer Company (Samuel Adams),Red Ale - Irish,Boston Beer Company (Samuel Adams),-0.30769230769230765,0.0,-0.25,-0.1685823754789272
Samuel Adams Cherry Chocolate BockBoston Beer Company (Samuel Adams),Bock - Traditional,Boston Beer Company (Samuel Adams),-0.076923076923077,0.0,-0.25,-0.21839080459770116
Samuel Adams Cherry WheatBoston Beer Company (Samuel Adams),Fruit and Field Beer,Boston Beer Company (Samuel Adams),-0.26923076923076933,-1.5,0.5,3.8850574712643677
Samuel Adams Chocolate BockBoston Beer Company (Samuel Adams),Bock - Traditional,Boston Beer Company (Samuel Adams),-0.076923076923077,0.0,-0.25,3.528735632183908
Samuel Adams Coastal WheatBoston Beer Company (Samuel Adams),Wheat Beer - American Pale,Boston Beer Company (Samuel Adams),-0.26923076923076933,-1.0,0.0,1.4636015325670497
Samuel Adams Cranberry LambicBoston Beer Company (Samuel Adams),Fruit and Field Beer,Boston Beer Company (Samuel Adams),-0.03846153846153833,-1.5,0.5,3.160919540229885
Samuel Adams Cream StoutBoston Beer Company (Samuel Adams),Stout - Sweet / Milk,Boston Beer Company (Samuel Adams),-0.423076923076923,-0.5,-0.5,4.390804597701149
Samuel Adams Double Bock (Imperial Series)Boston Beer Company (Samuel Adams),Bock - Doppelbock,Boston Beer Company (Samuel Adams),1.3461538461538463,-0.3,-0.4,3.735632183908046
Samuel Adams DunkelweizenBoston Beer Company (Samuel Adams),Wheat Beer - Dunkelweizen,Boston Beer Company (Samuel Adams),-0.3461538461538463,-1.0,-1.0,0.7011494252873564
Samuel Adams East-West KölschBoston Beer Company (Samuel Adams),Kölsch,Boston Beer Company (Samuel Adams),-0.3807692307692309,-0.2,-0.5,0.5977011494252874
Samuel Adams Hallertau Imperial PilsnerBoston Beer Company (Samuel Adams),Pilsner - Imperial,Boston Beer Company (Samuel Adams),0.8076923076923077,1.0,1.5,2.318007662835249
Samuel Adams Harvest Pumpkin AleBoston Beer Company (Samuel Adams),Pumpkin Beer,Boston Beer Company (Samuel Adams),-0.11538461538461534,-1.5,1.75,1.1915708812260537
Samuel Adams HefeweizenBoston Beer Company (Samuel Adams),Wheat Beer - Hefeweizen,Boston Beer Company (Samuel Adams),-0.23076923076923067,-1.0,-1.0,1.9425287356321839
Samuel Adams Holiday PorterBoston Beer Company (Samuel Adams),Porter - American,Boston Beer Company (Samuel Adams),-0.076923076923077,0.0,0.25,3.9272030651340994
Samuel Adams Honey PorterBoston Beer Company (Samuel Adams),Porter - English,Boston Beer Company (Samuel Adams),-0.2115384615384615,0.0,-0.25,2.2835249042145596
Samuel Adams Imperial StoutBoston Beer Company (Samuel Adams),Stout - Russian Imperial,Boston Beer Company (Samuel Adams),1.2307692307692306,3.0,2.75,2.4022988505747125
Samuel Adams Imperial WhiteBoston Beer Company (Samuel Adams),Wheat Beer - Witbier,Boston Beer Company (Samuel Adams),1.6538461538461544,-1.0,-0.75,1.842911877394636
Samuel Adams Irish RedBoston Beer Company (Samuel Adams),Red Ale - Irish,Boston Beer Company (Samuel Adams),-0.076923076923077,0.0,-0.25,2.9885057471264367
Samuel Adams Latitude 48 IPABoston Beer Company (Samuel Adams),IPA - American,Boston Beer Company (Samuel Adams),0.0,3.0,1.75,2.7547892720306515
Samuel Adams Mighty Oak AleBoston Beer Company (Samuel Adams),Red Ale - American Amber / Red,Boston Beer Company (Samuel Adams),-0.11538461538461534,0.5,0.5,-0.32567049808429116
Samuel Adams New World Tripel (Barrel Room Collection)Boston Beer Company (Samuel Adams),Tripel,Boston Beer Company (Samuel Adams),1.5384615384615388,0.0,0.25,0.11494252873563218
Samuel Adams Noble PilsBoston Beer Company (Samuel Adams),Pilsner - German,Boston Beer Company (Samuel Adams),-0.423076923076923,0.5,0.25,4.762452107279693
Samuel Adams OctoberfestBoston Beer Company (Samuel Adams),Lager - Märzen / Oktoberfest,Boston Beer Company (Samuel Adams),-0.26923076923076933,-0.2,-0.5,6.896551724137931
Samuel Adams Old Fezziwig AleBoston Beer Company (Samuel Adams),Winter Warmer,Boston Beer Company (Samuel Adams),-0.03846153846153833,1.5,0.75,4.35632183908046
Samuel Adams Pale AleBoston Beer Company (Samuel Adams),Pale Ale - English,Boston Beer Company (Samuel Adams),-0.2884615384615385,0.0,0.25,2.0153256704980844
Samuel Adams Revolutionary Rye AleBoston Beer Company (Samuel Adams),Rye Beer,Boston Beer Company (Samuel Adams),-0.19230769230769235,-1.0,2.25,0.5593869731800766
Samuel Adams Scotch AleBoston Beer Company (Samuel Adams),Scotch Ale / Wee Heavy,Boston Beer Company (Samuel Adams),-0.23076923076923067,0.5,0.0,2.157088122605364
Samuel Adams Stony Brook Red (Barrel Room Collection)Boston Beer Company (Samuel Adams),Wild Ale,Boston Beer Company (Samuel Adams),1.153846153846154,-1.5,-0.25,0.03065134099616858
Samuel Adams Summer AleBoston Beer Company (Samuel Adams),Wheat Beer - American Pale,Boston Beer Company (Samuel Adams),-0.26923076923076933,-1.0,0.0,5.4559386973180075
Samuel Adams UtopiasBoston Beer Company (Samuel Adams),Strong Ale - American,Boston Beer Company (Samuel Adams),8.461538461538463,2.0,3.25,1.003831417624521
Samuel Adams Wee Heavy (Imperial Series)Boston Beer Company (Samuel Adams),Scotch Ale / Wee Heavy,Boston Beer Company (Samuel Adams),1.5384615384615388,0.5,0.0,0.39080459770114945
Samuel Adams White AleBoston Beer Company (Samuel Adams),Wheat Beer - Witbier,Boston Beer Company (Samuel Adams),-0.30769230769230765,-1.0,-0.75,3.6436781609195403
Samuel Adams Winter LagerBoston Beer Company (Samuel Adams),Bock - Traditional,Boston Beer Company (Samuel Adams),-0.153846153846154,0.0,-0.25,6.632183908045977
Samurai Ale,Blonde Ale - American,Great Divide Brewing Company,-0.3461538461538463,-0.5,-0.5,0.8888888888888888
San Miguel Selecta,Lager - European Strong,San Miguel Fabricas De Cervaza Y Maltas S.A.,0.076923076923077,-0.5,0.25,-0.3486590038314176
San Quentin's Breakout Stout,Stout - Foreign / Export,Marin Brewing Company,0.3846153846153847,1.0,1.75,0.09195402298850575
Sanctification,Brett Beer,Russian River Brewing Company,-0.4615384615384617,-2.0,-1.75,1.3639846743295019
Sang Noir,Wild Ale,Cascade Brewing / Raccoon Lodge & Brewpub,1.2692307692307696,-1.5,-0.25,-0.3065134099616858
Sang Royal,Wild Ale,Cascade Brewing / Raccoon Lodge & Brewpub,1.307692307692308,-1.5,-0.25,-0.08812260536398467
Sankaty Light,Lager - Light,Cisco Brewers Inc.,-0.8461538461538464,-1.2,-1.15,-0.14942528735632185
Santa's Butt,Porter - English,Ridgeway Brewing,0.0,0.0,-0.25,0.5938697318007663
Santa's Private Reserve Ale,Red Ale - American Amber / Red,Rogue Ales,-0.26923076923076933,0.5,0.5,3.9233716475095783
Santo,Kölsch,Saint Arnold Brewing Company,-0.5,-0.2,-0.5,-0.26053639846743293
Sanwald Kristall Weizen,Wheat Beer - Kristallweizen,Dinkelacker-Schwabenbraeu AG,-0.423076923076923,-1.0,-1.0,-0.34099616858237547
Sapient Trip Ale,Tripel,Dark Horse Brewing Company,1.3461538461538463,0.0,0.25,0.7241379310344828
Sapporo Draft Beer,Lager - Japanese Rice,Sapporo Breweries Ltd.,-0.3846153846153847,-1.4,-0.85,0.13793103448275862
Sapporo Draft One,Happoshu,Sapporo Breweries Ltd.,-0.3846153846153847,-2.0,-1.75,-0.32950191570881227
Sapporo Fuyumonogatari - The Winter's Tale,Lager - Japanese Rice,Sapporo Breweries Ltd.,-0.19230769230769235,-1.4,-0.85,-0.32567049808429116
Sapporo Mugi To Hopppu (trans. Barley And Hop),Happoshu,Sapporo Breweries Ltd.,-0.3846153846153847,-2.0,-1.75,-0.3524904214559387
Sapporo Original Draft Beer,Lager - Japanese Rice,Sapporo Breweries Ltd.,-0.3846153846153847,-1.4,-0.85,0.02681992337164751
Sapporo Premium Beer,Lager - American,Sapporo Breweries Ltd.,-0.423076923076923,1.0,0.5,1.5708812260536398
Sapporo Reserve,Lager - European Pale,Sapporo Breweries Ltd.,-0.30769230769230765,-0.2,-0.5,0.2567049808429119
Saranac Adirondack Lager,Pilsner - German,Matt Brewing Company,-0.19230769230769235,0.5,0.25,1.4636015325670497
Saranac American Pale Ale,Pale Ale - American,Matt Brewing Company,-0.19230769230769235,0.5,0.75,1.9578544061302683
Saranac Belgian Ale,Pale Ale - Belgian,Matt Brewing Company,-0.03846153846153833,0.0,-0.25,0.5862068965517241
Saranac Black & Tan,Porter - American,Matt Brewing Company,-0.23076923076923067,0.0,0.25,1.6666666666666667
Saranac Black Forest Black Beer,Lager - Schwarzbier,Matt Brewing Company,-0.19230769230769235,0.0,-0.25,1.7241379310344827
Saranac Black Lager,Lager - Schwarzbier,Matt Brewing Company,-0.19230769230769235,0.0,-0.25,-0.10344827586206896
Saranac Bohemian Pilsener,Pilsner - Bohemian / Czech,Matt Brewing Company,-0.4615384615384617,1.0,0.5,0.1839080459770115
Saranac Caramel Porter,Porter - American,Matt Brewing Company,-0.23076923076923067,0.0,0.25,1.2758620689655173
Saranac Chocolate Lager,Bock - Traditional,Matt Brewing Company,0.0,0.0,-0.25,-0.2835249042145594
Saranac Irish Red Ale,Red Ale - Irish,Matt Brewing Company,-0.576923076923077,0.0,-0.25,0.17624521072796934
Saranac Irish Stout,Stout - Irish Dry,Matt Brewing Company,-0.19230769230769235,1.0,0.25,-0.011494252873563218
Saranac Kölsch,Kölsch,Matt Brewing Company,-0.3846153846153847,-0.2,-0.5,0.2222222222222222
